# xs-helper field whitelist (auto-generated, do not edit)
# format: category|ChineseName|EnglishCode
# total: 1011
#
selection|背書保證餘額|BalanceOfEndorsementsGuarantees
selection|處分資產利得|GainsDisposalFixedAssets
selection|處分資產損失|Loss－DisposalFixedAssets
selection|負債及股東權益總額|TotalLiabilities＆Equity
selection|負債對淨值比率|DebtEquityRatio
selection|負債比率|LiabilitiesRatio
selection|負債總額|TotalLiabilities
selection|資本公積|CapitalReserve
selection|資產總額|TotalAssets
selection|資金貸放佔淨值比|％OfLoanBalance
selection|資金貸放餘額|LoanBalance
selection|退休金準備|AccruedPensionPay
selection|速動比率|AcidTest
selection|遞延貸項|DeferredCreditBalances
selection|遞延資產|DeferredAssets
selection|長期投資|Long－TermInvestment
selection|長期負債|Long－TermLiabilities
selection|長期資金適合率|(L－TLiab.+SE)／FA％
selection|長短期負債比率|LongTermDebt/ShortTermDebt
selection|預付費用及預付款|Prepaid＆Advance
selection|預收款項|AdvancesCustomers
selection|預收股款|Proceeds－NewIssued
selection|來自營運之現金流量|CashFlow－Operating
selection|因子_現金流量波動度|Factor_VCF
selection|因子分數_現金流量波動度|FactorScore_VCF
selection|投資活動之現金流量|CashFlowInvestment
selection|每股現金流量|CashflowPerShare
selection|每股自由現金流量|FCFFPerShare
selection|淨值自由現金流量比|NetValue／FCF
selection|營業現金流量_營業利益|CFO／OperatingIncome
selection|營運資金|WorkingCapital
selection|現金再投資_|CashReinvestmentRatio
selection|現金及約當現金|CashCashEquivalent
selection|現金派息比率|CurrentPayoutRatio
selection|現金流量允當_|CFAdequacyRatio
selection|現金流量比率|CFO ／CL ％
selection|理財活動之現金流量|CashFlowFinancing
selection|股價自由現金流量比|Price／FCF
selection|自由現金流量|FCFF
selection|自由現金流量營收比|FCF／Sales
selection|資本支出營收比|Capitalexpenditure／Sales
selection|資本支出金額|CapitalExpenditure
selection|10年年化報酬率|IRR10YAnnualized
selection|1年年化報酬率|IRR1YAnnualized
selection|3年年化報酬率|IRR3YAnnualized
selection|5年年化報酬率|IRR5YAnnualized
selection|EPS法說公佈值|ReportedQuarterlyEPS
selection|EPS預估值|EstimateQuarterlyEPS
selection|停業部門損益|DiscontinuedDepartmentsGainLoss
selection|因子_QMJ安全|Factor_QMJ_SAFETY
selection|因子_QMJ獲利|Factor_QMJ_PROFIT
selection|因子_一年動能|Factor_MOM
selection|因子_偏態係數|Factor_TSKEW
selection|因子_前一年獲利|Factor_PROFITABILITY_LAG1
selection|因子_前三年獲利|Factor_PROFITABILITY_LAG3
selection|因子_前兩年獲利|Factor_PROFITABILITY_LAG2
selection|因子_半年動能因子|Factor_MOM_1Y
selection|因子_實現損益偏態係數|Factor_RDSKEW
selection|因子_帳面市值比|Factor_BM
selection|因子_彩券型需求|Factor_MAX
selection|因子_成交值流動性|Factor_DVOL
selection|因子_日週轉率流動性|Factor_TURNOVER_AVG
selection|因子_最高價動能|Factor_MOM_52W
selection|因子_月週轉率流動性|Factor_STDTURN
selection|因子_淨營運資產|Factor_NOA
selection|因子_潛在上檔報酬比|Factor_UPR
selection|因子_特質波動度|Factor_IVOL
selection|因子_股票發行量|Factor_ISSUE
selection|因子_貝他值|Factor_BETA_1Y
selection|因子分數_QMJ安全|FactorScore_QMJ_SAFETY
selection|因子分數_QMJ獲利|FactorScore_QMJ_PROFIT
selection|因子分數_一年動能|FactorScore_MOM
selection|因子分數_偏態係數|FactorScore_TSKEW
selection|因子分數_前一年獲利|FactorScore_PROFITABILITY_LAG1
selection|因子分數_前三年獲利|FactorScore_PROFITABILITY_LAG3
selection|因子分數_前兩年獲利|FactorScore_PROFITABILITY_LAG2
selection|因子分數_半年動能因子|FactorScore_MOM_1Y
selection|因子分數_實現損益偏態係數|FactorScore_RDSKEW
selection|因子分數_帳面市值比|FactorScore_BM
selection|因子分數_彩券型需求|FactorScore_MAX
selection|因子分數_成交值流動性|FactorScore_DVOL
selection|因子分數_日週轉率流動性|FactorScore_TURNOVER_AVG
selection|因子分數_最高價動能|FactorScore_MOM_52W
selection|因子分數_月週轉率流動性|FactorScore_STDTURN
selection|因子分數_淨營運資產|FactorScore_NOA
selection|因子分數_潛在上檔報酬比|FactorScore_UPR
selection|因子分數_特質波動度|FactorScore_IVOL
selection|因子分數_現金殖利率|FactorScore_DY
selection|因子分數_股東權益報酬率|FactorScore_ROE
selection|因子分數_股票發行量|FactorScore_ISSUE
selection|因子分數_貝他值|FactorScore_BETA_1Y
selection|固定資產報酬率|ReturnOnFixedAsset
selection|常續性利益(稅後)|NetIncome－ExcDispo
selection|年報酬率|YearlyReturnRate
selection|所得稅費用|IncomeTaxExpense
selection|有效稅率|Tax Rate
selection|未分配盈餘|UnappropriatedRetainedEarnings
selection|本期稅後淨利|NetIncome
selection|杜邦型ROA|ROA－DuPont?Analysis
selection|杜邦型ROE|ROE－DuPont?Analysis
selection|每股淨值(元)|BookValuePerShare
selection|每股營業利益(元)|OperatingIncomePerShare
selection|每股稅前淨利(元)|Pre_TaxIncomePerShare
selection|每股稅後淨利(元)|EPS
selection|法定盈餘公積|LegalReserve
selection|營業利益率|OperatingProfitMargin
selection|營業毛利率|GrossMargin
selection|特別盈餘公積|AppropriatedRetainedEarnings
selection|盈餘成長係數|PEG
selection|盈餘殖利率|EarningYield
selection|盈餘營收成長率比|EarningGrowth／SalesGrowth
selection|稀釋後每股淨利|DilutedEPS
selection|稅前息前折舊前淨利|EBITDA
selection|稅前息前淨利|EBIT
selection|稅前淨利率|Pre－TaxProfitMargin
selection|稅後淨利率|ProfitMargin
selection|經常利益|OrdinaryIncome
selection|股東權益報酬率|ROE
selection|誠信指標|CreditIndicator
selection|資產報酬率|ROA
selection|遞延所得稅|DeferredTax
selection|1年夏普指數|SHARPE_1Y
selection|企業價值|EnterpriseValue
selection|企業價值營收比|CorporateValue／Sales
selection|兌換損失|ExchangeLoss
selection|兌換盈益|ForeignExchangeGains
selection|其他收入|OtherNonOperatingIncome
selection|利息保障倍數|TimesInterestEarne
selection|利息支出|InterestExpenses
selection|利息支出率|InterestExpense(％)
selection|利息收入|InterestIncome
selection|員工平均營業額(千元)|SalesPerEmployee
selection|外銷比率|ExportRatio
selection|市值營收比|MarketValue／Sales
selection|市研率|OperatingExpense－R＆D／MarketValue
selection|平均售貨天數|DaysInventoryOutstanding
selection|平均收帳天數|DaysReceivablesOutstanding
selection|投資跌價損失|LossonInvestmentRevaluation
selection|投資跌價損失回轉|RevofLossonInvestment
selection|推銷費用|OperatingExpense－Promotion
selection|每人營業利益|OperatingIncomePerEmployee
selection|每股營業額(元)|SalesPerShare
selection|淨營業週期|NetOperatingCycle
selection|營收成長率|YOY％－Sales
selection|營業利益|OperatingIncome
selection|營業利益成長率|YOY％－OperatingIncome
selection|營業外收入及支出|NonOperatingIncome&Expense
selection|營業外收入合計|TotalNonOperatingIncome
selection|營業成本|CostOfGoodsSold
selection|營業收入淨額|NetSales
selection|營業毛利|GrossProfit
selection|營業費用|OperatingExpenses
selection|營業費用率|Operating Exp. ％
selection|用人費用率|Employee Fee ％
selection|當期財報截止日|PeriodEndDate
selection|短期投資|MarketableSecurity
selection|研發費用|OperatingExpense－R＆D
selection|研發費用率|R＆D ％
selection|稅前淨利|Pre－TaxIncome
selection|稅前淨利成長率|YOY％－Pre－TaxIncome
selection|稅後淨利成長率|YOY％－NetIncome
selection|管理(銷售費用)營收|OperatingExpense－ADM＆Promotion／Sales
selection|管理費用|OperatingExpense－ADM
selection|管理費用_季營收|OperatingExpense－ADM／Sales
selection|聯屬公司間未實現銷貨|UnearnedRelatedSale
selection|股利收入|InvestmentIncome
selection|處分投資利得|Gain－DisposalInvestment
selection|處分投資損失|Loss－DisposalInvestment
selection|銷售費用比|SellingExpanseRatio／CostOfGoodsSold
selection|Jensen|Jensen
selection|SHARPE|SHARPE
selection|Treynor|Treynor
selection|上游股價指標|UpStreamPriceIndex
selection|下游股價指標|DownStreamPriceIndex
selection|參考價|RefPrice
selection|同業股價指標|CompetitorsPriceIndex
selection|均價|AvgPrice
selection|投資建議目標價|AnalystPriceTargets
selection|振幅|Range(％)
selection|收盤價|Close
selection|最低價|Low
selection|最高價|High
selection|月平均收益率|AvgReturnM
selection|本益比|PERatio
selection|標準差|StdDev
selection|波動率|Volatility
selection|漲停價|UpLimit
selection|漲跌幅|Change(％)
selection|真實範圍|TrueRange
selection|真實範圍波幅|TR％
selection|股價淨值比|PBRatio
selection|貝他值|Beta
selection|跌停價|DownLimit
selection|週平均收益率|AvgReturnW
selection|開盤價|Open
selection|高低差|Range
selection|上漲量|UpVolume
selection|下跌量|DownVolume
selection|佔全市場成交量比|WeightOfMarket
selection|佔大盤成交量比|WeightOfTSE
selection|內外盤比|BidAskRatio
selection|內盤均量|BidAvg
selection|內盤成交次數|TotalInTicks
selection|內盤量|TradeVolumeAtBid
selection|外盤均量|AskAvg
selection|外盤成交次數|TotalOutTicks
selection|外盤量|TradeVolumeAtAsk
selection|成交均量|AvgDealedShare
selection|成交量|Volume
selection|成交金額(億)|TradeValue
selection|成交金額(元)|TradeValue
selection|收盤量|VolumeAtClose
selection|新聞正向分數|NewsPosScore
selection|新聞聲量分數|NewsVolScore
selection|新聞負向分數|NewsNegScore
selection|漲停委買數量|UpLimitBidUnits
selection|漲停委買筆數|UpLimitBidTx
selection|漲停委賣數量|UpLimitAskUnits
selection|漲停委賣筆數|UpLimitAskTx
selection|盤中整股成交量|BoardLotVolume
selection|盤中零股成交量|OddLotVolume
selection|盤後量|OffHourVolume
selection|總成交次數|TotalTicks
selection|總成交筆數|TotalTransaction
selection|買進中單成交次數|BidTickCount_M
selection|買進中單量|BidVolume_M
selection|買進中單金額|BidVolumePrice_M
selection|買進大單成交次數|BidTickCount_L
selection|買進大單量|BidVolume_L
selection|買進大單金額|BidVolumePrice_L
selection|買進小單成交次數|BidTickCount_S
selection|買進小單量|BidVolume_S
selection|買進小單金額|BidVolumePrice_S
selection|買進特大單成交次數|BidTickCount_XL
selection|買進特大單量|BidVolume_XL
selection|買進特大單金額|BidVolumePrice_XL
selection|賣出中單成交次數|AskTickCount_M
selection|賣出中單量|AskVolume_M
selection|賣出中單金額|AskVolumePrice_M
selection|賣出大單成交次數|AskTickCount_L
selection|賣出大單量|AskVolume_L
selection|賣出大單金額|AskVolumePrice_L
selection|賣出小單成交次數|AskTickCount_S
selection|賣出小單量|AskVolume_S
selection|賣出小單金額|AskVolumePrice_S
selection|賣出特大單成交次數|AskTickCount_XL
selection|賣出特大單量|AskVolume_XL
selection|賣出特大單金額|AskVolumePrice_XL
selection|跌停委買數量|DownLimitBidUnits
selection|跌停委買筆數|DownLimitBidTx
selection|跌停委賣數量|DownLimitAskUnits
selection|跌停委賣筆數|DownLimitAskTx
selection|鉅額交易量|BlockTrade
selection|開盤委買|BidAtOpen
selection|開盤委賣|AskAtOpen
selection|開盤量|VolumeAtOpen
selection|零股量|OddLot
